N,Z,A,mass_xx_kev,mass_xx_uncert,bea_kev,A,atom_mass_muu,atom_mass_uncert
139,93,232,37360#,100#,7597#,232,040110#,110#
138,94,232,38361,17,7588.98,232,041182,18
137,95,232,43420#,300#,7564#,232,046610#,320#
136,96,232,46330#,200#,7548#,232,049740#,220#
146,87,233,48920,20,7569.24,233,052518,21
145,88,233,44334,9,7585.56,233,047595,9
144,89,233,41308,13,7595.19,233,044346,14
143,90,233,38731.6,1.4,7602.894,233,041580.1,1.5
142,91,233,37489.4,1.3,7604.867,233,040246.5,1.4
141,92,233,36919.1,2.3,7603.957,233,039634.3,2.4
140,93,233,37950,50,7596.18,233,040740,50
139,94,233,40050,50,7583.80,233,043000,60
138,95,233,43290#,110#,7567#,233,046470#,120#
137,96,233,47290,80,7546.0,233,050770,90
136,97,233,52770#,230#,7519#,233,056650#,250#
146,88,234,46931,8,7576.54,234,050382,9
145,89,234,44841,14,7582.13,234,048139,15
144,90,234,40613.0,2.6,7596.856,234,043599.8,2.8
143,91,234,40339,4,7594.684,234,043306,4
142,92,234,38145.0,1.1,7600.716,234,040950.3,1.2
141,93,234,39955,8,7589.64,234,042893,9
140,94,234,40350,7,7584.606,234,043317,7
139,95,234,44460#,160#,7564#,234,047730#,170#
138,96,234,46722,17,7550.69,234,050159,18
137,97,234,53400#,150#,7519#,234,057320#,160#
147,88,235,51130#,300#,7561#,235,054890#,320#
146,89,235,47357,14,7573.51,235,050840,15
145,90,235,44018,13,7584.39,235,047255,14
144,91,235,42289,14,7588.41,235,045399,15
143,92,235,40918.8,1.1,7590.915,235,043928.1,1.2
142,93,235,41043.0,1.4,7587.057,235,044061.5,1.5
141,94,235,42182,21,7578.88,235,045285,22
140,95,235,44620,50,7565.16,235,047910,60
139,96,235,48010#,100#,7547#,235,051550#,110#
138,97,235,52770#,400#,7524#,235,056650#,430#
147,89,236,51220,40,7559.24,236,054990,40
146,90,236,46255,14,7576.97,236,049657,15
145,91,236,45334,14,7577.56,236,048668,15
144,92,236,42444.6,1.1,7586.485,236,045566.1,1.2
143,93,236,43380,50,7579.21,236,046570,50
142,94,236,42901.5,1.8,7577.919,236,046056.7,1.9
141,95,236,46040#,120#,7561#,236,049430#,130#
140,96,236,47853,18,7550.31,236,051372,19
139,97,236,53540#,360#,7523#,236,057480#,390#
148,89,237,54020#,400#,7550#,237,057990#,430#
147,90,237,49955,16,7563.44,237,053629,17
146,91,237,47528,13,7570.38,237,051023,14
145,92,237,45390.1,1.2,7576.103,237,048728.3,1.3
144,93,237,44871.6,1.1,7574.989,237,048171.6,1.2
143,94,237,45091.7,1.7,7570.760,237,048407.9,1.8
142,95,237,46570#,60#,7561#,237,050000#,60#
141,96,237,49250,70,7546.6,237,052870,80
140,97,237,53210#,230#,7527#,237,057120#,250#
139,98,237,57940,100,7503.4,237,062200,100
148,90,238,52530#,280#,7555#,238,056390#,300#
147,91,238,50894,16,7558.34,238,054637,17
146,92,238,47307.7,1.5,7570.126,238,050786.9,1.6
145,93,238,47454.6,1.1,7566.222,238,050944.6,1.2
144,94,238,46163.1,1.1,7568.361,238,049558.2,1.2
143,95,238,48420,60,7555.59,238,051980,60
142,96,238,49445,12,7548.00,238,053082,13
141,97,238,54220#,260#,7525#,238,058200#,280#
140,98,238,57280#,300#,7509#,238,061490#,320#
149,90,239,56500#,400#,7540#,239,060660#,430#
148,91,239,53340#,200#,7550#,239,057260#,210#
147,92,239,50572.7,1.5,7558.562,239,054292.0,1.6
146,93,239,49311.0,1.3,7560.568,239,052937.5,1.4
145,94,239,48588.2,1.1,7560.319,239,052161.6,1.2
144,95,239,49390.4,2.0,7553.689,239,053022.7,2.1
143,96,239,51150,150,7543.1,239,054910,160
142,97,239,54250#,210#,7527#,239,058240#,220#
141,98,239,58200#,120#,7507#,239,062480#,130#
140,99,239,63630#,300#,7481#,239,068310#,320#
149,91,240,57010#,200#,7537#,240,061200#,220#
148,92,240,52715.5,2.6,7551.770,240,056592.4,2.7
147,93,240,52316,17,7550.17,240,056164,18
146,94,240,50125.3,1.1,7556.043,240,053811.7,1.2
145,95,240,51510,14,7547.01,240,055298,15
144,96,240,51724.2,1.9,7542.862,240,055528.2,2.0
143,97,240,55660#,150#,7523#,240,059760#,160#
142,98,240,57989,18,7510.24,240,062253,19
141,99,240,64230#,370#,7481#,240,068950#,390#
150,91,241,59740#,300#,7528#,241,064130#,320#
149,92,241,56200#,200#,7539#,241,060330#,210#
148,93,241,54320,100,7544.0,241,058310,110
147,94,241,52955.1,1.1,7546.440,241,056849.7,1.2
146,95,241,52934.3,1.1,7543.279,241,056827.3,1.2
145,96,241,53701.8,1.6,7536.849,241,057651.2,1.7
144,97,241,55980#,170#,7524#,241,060100#,180#
143,98,241,59330#,170#,7507#,241,063690#,180#
142,99,241,63890#,230#,7485#,241,068590#,250#
141,100,241,69220#,300#,7459#,241,074310#,320#
150,92,242,58620#,200#,7532#,242,062930#,220#
149,93,242,57420,200,7533.4,242,061640,210
148,94,242,54716.9,1.2,7541.328,242,058741.0,1.3
147,95,242,55468.0,1.1,7534.992,242,059547.4,1.2
146,96,242,54803.7,1.1,7534.504,242,058834.2,1.2
145,97,242,57750#,140#,7519#,242,062000#,140#
144,98,242,59387,13,7509.10,242,063755,14
143,99,242,64800#,260#,7483#,242,069570#,280#
142,100,242,68400#,400#,7465#,242,073430#,430#
151,92,243,62480#,300#,7518#,243,067080#,320#
150,93,243,59810#,30#,7526#,243,064200#,30#
149,94,243,57754.6,2.5,7531.009,243,062002.1,2.7
148,95,243,57175.0,1.4,7530.174,243,061379.9,1.5
147,96,243,57181.9,1.5,7526.926,243,061387.3,1.6
146,97,243,58690,5,7517.502,243,063006,5
145,98,243,60990#,180#,7505#,243,065480#,190#
144,99,243,64750#,210#,7486#,243,069510#,220#
143,100,243,69320#,130#,7464#,243,074410#,140#
151,93,244,63240#,100#,7514#,244,067890#,110#
150,94,244,59806.0,2.3,7524.815,244,064204.4,2.5
149,95,244,59879.1,1.5,7521.309,244,064282.9,1.6
148,96,244,58451.8,1.1,7523.953,244,062750.6,1.2
147,97,244,60714,14,7511.48,244,065179,15
146,98,244,61478.1,2.6,7505.137,244,065999.4,2.8
145,99,244,66030#,180#,7483#,244,070880#,200#
144,100,244,68960#,200#,7468#,244,074040#,220#
143,101,244,75600#,370#,7438#,244,081160#,400#
152,93,245,65850#,200#,7506#,245,070690#,220#
151,94,245,63178,14,7513.28,245,067825,15
150,95,245,61900.4,1.9,7515.304,245,066452.8,2.0
149,96,245,61004.5,1.1,7515.768,245,065491.0,1.2
148,97,245,61813.8,1.8,7509.271,245,066359.8,1.9
147,98,245,63385.2,2.4,7499.664,245,068046.8,2.6
146,99,245,66320#,170#,7485#,245,071190#,180#
145,100,245,70190#,200#,7465#,245,075350#,210#
144,101,245,75330#,260#,7441#,245,080860#,280#
152,94,246,65395,15,7506.54,246,070204,16
151,95,246,64994#,18#,7505#,246,069774#,19#
150,96,246,62616.9,1.5,7511.472,246,067222.0,1.6
149,97,246,63970,60,7502.80,246,068670,60
148,98,246,64090.2,1.5,7499.122,246,068803.7,1.6
147,99,246,67820,90,7480.8,246,072810,100
146,100,246,70191,14,7467.96,246,075353,15
145,101,246,76120#,260#,7441#,246,081710#,280#
153,94,247,69210#,200#,7493#,247,074300#,220#
152,95,247,67150#,100#,7499#,247,072090#,110#
151,96,247,65533,4,7501.932,247,070353,4
150,97,247,65490,5,7498.941,247,070306,6
149,98,247,66109,14,7493.26,247,070971,15
148,99,247,68578,19,7480.10,247,073622,21
147,100,247,71670#,180#,7464#,247,076940#,190#
146,101,247,75940#,210#,7444#,247,081520#,220#
153,95,248,70560#,200#,7487#,248,075750#,220#
152,96,248,67392.7,2.4,7496.729,248,072349.1,2.5
151,97,248,68130,50,7490.60,248,073140,50
150,98,248,67238,5,7491.044,248,072183,5
149,99,248,70300#,50#,7476#,248,075470#,60#
148,100,248,71898,8,7465.95,248,077185,9
147,101,248,76950#,180#,7442#,248,082610#,200#
146,102,248,80690#,220#,7424#,248,086620#,240#
154,95,249,73100#,300#,7479#,249,078480#,320#
153,96,249,70750.7,2.4,7485.551,249,075954.0,2.5
152,97,249,69846.3,1.2,7486.041,249,074983.1,1.3
151,98,249,69722.7,1.2,7483.395,249,074850.4,1.3
150,99,249,71180#,30#,7474#,249,076410#,30#
149,100,249,73519,6,7461.865,249,078926,7
148,101,249,77180,160,7444.0,249,082860,180
147,102,249,81790#,280#,7422#,249,087800#,300#
154,96,250,72990,10,7478.94,250,078358,11
153,97,250,72952.0,2.9,7475.959,250,078317,3
152,98,250,71170.3,1.5,7479.957,250,076404.5,1.7
151,99,250,73230#,100#,7469#,250,078610#,110#
150,100,250,74072,8,7462.09,250,079520,8
149,101,250,78400,90,7441.7,250,084160,100
148,102,250,81570#,200#,7426#,250,087570#,220#
155,96,251,76648,23,7466.72,251,082285,24
154,97,251,75228,11,7469.26,251,080761,12
153,98,251,74135,4,7470.501,251,079587,4
152,99,251,74512,5,7465.884,251,079991,6
151,100,251,75959,14,7457.00,251,081545,15
150,101,251,78967,19,7441.90,251,084774,20
149,102,251,82850#,180#,7423#,251,088940#,190#
148,103,251,87830#,200#,7400#,251,094290#,220#
156,96,252,79060#,300#,7460#,252,084870#,320#
155,97,252,78540#,200#,7459#,252,084310#,220#
154,98,252,76034.6,2.4,7465.347,252,081626.5,2.5
153,99,252,77290,50,7457.24,252,082980,50
152,100,252,76817,5,7456.035,252,082466,6
151,101,252,80470,90,7438.4,252,086390,100
150,102,252,82871,9,7425.80,252,088966,10
149,103,252,88540#,190#,7400#,252,095050#,200#
156,97,253,80930#,360#,7451#,253,086880#,390#
155,98,253,79302,4,7454.830,253,085134,5
154,99,253,79010.5,1.2,7452.888,253,084821.2,1.3
153,100,253,79345.5,1.5,7448.471,253,085180.9,1.7
152,101,253,81170#,30#,7438#,253,087140#,30#
151,102,253,84359,7,7422.472,253,090563,7
150,103,253,88520,160,7402.9,253,095030,180
149,104,253,93640#,410#,7380#,253,100530#,440#
157,97,254,84390#,300#,7440#,254,090600#,320#
156,98,254,81341,11,7449.23,254,087324,12
155,99,254,81994.2,2.9,7443.576,254,088024,3
154,100,254,80902.5,1.8,7444.794,254,086852.4,2.0
153,101,254,83450#,100#,7432#,254,089590#,110#
152,102,254,84723,10,7423.59,254,090954,10
151,103,254,89650,90,7401.1,254,096240,100
150,104,254,93200#,280#,7384#,254,100060#,300#
157,98,255,84810#,200#,7438#,255,091050#,220#
156,99,255,84089,11,7437.82,255,090274,12
155,100,255,83800,4,7435.886,255,089963,4
154,101,255,84842,6,7428.733,255,091082,6
153,102,255,86812,14,7417.94,255,093196,15
152,103,255,89947,18,7402.58,255,096562,19
151,104,255,94330#,180#,7382#,255,101270#,190#
150,105,255,99600#,280#,7359#,255,106920#,300#
158,98,256,87040#,310#,7432#,256,093440#,340#
157,99,256,87190#,100#,7428#,256,093600#,110#
156,100,256,85485,3,7431.789,256,091772,3
155,101,256,87460#,120#,7421#,256,093890#,130#
154,102,256,87823,8,7416.543,256,094282,8
153,103,256,91750,80,7398.2,256,098490,90
152,104,256,94222,18,7385.43,256,101151,19
151,105,256,100300#,190#,7359#,256,107670#,200#
158,99,257,89400#,410#,7422#,257,095980#,440#
157,100,257,88590,4,7422.194,257,095105,5
156,101,257,88992.5,1.6,7417.585,257,095537.3,1.7
155,102,257,90247,6,7409.659,257,096884,7
154,103,257,92670#,40#,7397#,257,099480#,50#
153,104,257,95866,11,7381.71,257,102917,12
152,105,257,100150,160,7362.0,257,107520,180
159,99,258,92700#,400#,7412#,258,099520#,430#
158,100,258,90430#,200#,7418#,258,097080#,220#
157,101,258,91690,3,7409.661,258,098434,4
156,102,258,91480#,100#,7407#,258,098210#,110#
155,103,258,94780#,100#,7392#,258,101750#,110#
154,104,258,96344,16,7382.53,258,103430,17
153,105,258,101510,90,7359.5,258,108970,100
152,106,258,105300#,410#,7342#,258,113040#,440#
159,100,259,93700#,280#,7407#,259,100600#,300#
158,101,259,93560#,100#,7405#,259,100450#,110#
157,102,259,94079,6,7399.971,259,100998,7
156,103,259,95850#,70#,7390#,259,102900#,80#
155,104,259,98370#,70#,7377#,259,105600#,80#
154,105,259,101990,60,7360.36,259,109490,60
153,106,259,106520#,180#,7340#,259,114350#,190#
160,100,260,95770#,440#,7402#,260,102810#,470#
159,101,260,96550#,320#,7396#,260,103650#,340#
158,102,260,95610#,200#,7397#,260,102640#,220#
157,103,260,98280#,130#,7383#,260,105500#,130#
156,104,260,99150#,200#,7377#,260,106440#,220#
155,105,260,103670#,90#,7357#,260,111300#,100#
154,106,260,106547,21,7342.56,260,114383,22
153,107,260,113120#,200#,7314#,260,121440#,210#
160,101,261,98580#,510#,7391#,261,105830#,550#
159,102,261,98460#,200#,7388#,261,105700#,220#
158,103,261,99560#,200#,7381#,261,106880#,220#
157,104,261,101320,70,7371.39,261,108770,70
156,105,261,104310#,110#,7357#,261,111980#,120#
155,106,261,108005,18,7339.77,261,115948,20
154,107,261,113080,180,7317.3,261,121400,190
161,101,262,101670#,450#,7382#,262,109140#,480#
160,102,262,100100#,360#,7385#,262,107460#,390#
159,103,262,102110#,200#,7374#,262,109620#,220#
158,104,262,102390#,220#,7370#,262,109920#,240#
157,105,262,106250#,140#,7352#,262,114070#,150#
156,106,262,108369,22,7341.17,262,116339,24
155,107,262,114250,90,7315.7,262,122650,100
161,102,263,103130#,490#,7376#,263,110710#,530#
160,103,263,103670#,220#,7371#,263,111290#,240#
159,104,263,104760#,150#,7364#,263,112460#,160#
158,105,263,107110#,170#,7352#,263,114990#,180#
157,106,263,110200#,100#,7337#,263,118300#,100#
156,107,263,114500#,310#,7318#,263,122920#,330#
155,108,263,119680#,200#,7295#,263,128480#,210#
162,102,264,105010#,590#,7371#,264,112730#,630#
161,103,264,106380#,440#,7363#,264,114200#,470#
160,104,264,106080#,360#,7361#,264,113880#,390#
159,105,264,109260#,240#,7346#,264,117300#,250#
158,106,264,110780#,280#,7338#,264,118930#,300#
157,107,264,115960#,180#,7315#,264,124490#,190#
156,108,264,119563,29,7298.38,264,128360,30
162,103,265,108230#,550#,7359#,265,116190#,590#
161,104,265,108690#,360#,7354#,265,116680#,390#
160,105,265,110380#,220#,7345#,265,118500#,240#
159,106,265,112790#,140#,7333#,265,121090#,150#
158,107,265,116400#,240#,7316#,265,124960#,260#
157,108,265,120900,24,7296.25,265,129792,26
156,109,265,126620#,440#,7272#,265,135940#,470#
163,103,266,111660#,540#,7349#,266,119870#,580#
162,104,266,110140#,410#,7351#,266,118240#,440#
161,105,266,112740#,280#,7339#,266,121030#,300#
160,106,266,113620#,250#,7332#,266,121970#,260#
159,107,266,118100#,160#,7313#,266,126790#,180#
158,108,266,121140,27,7298.26,266,130049,29
157,109,266,127670,100,7270.8,266,137060,100
163,104,267,113440#,580#,7342#,267,121790#,620#
162,105,267,114010#,370#,7337#,267,122400#,400#
161,106,267,115810#,260#,7327#,267,124320#,280#
160,107,267,118770#,260#,7313#,267,127500#,280#
159,108,267,122660#,100#,7295#,267,131680#,100#
158,109,267,127790#,500#,7273#,267,137190#,540#
157,110,267,133880#,200#,7248#,267,143730#,220#
164,104,268,115480#,660#,7337#,268,123970#,710#
163,105,268,117060#,530#,7328#,268,125670#,570#
162,106,268,116800#,470#,7326#,268,125390#,500#
161,107,268,120710#,380#,7309#,268,129580#,410#
160,108,268,122970#,300#,7297#,268,132010#,320#
159,109,268,129150#,230#,7271#,268,138650#,250#
158,110,268,133650#,300#,7252#,268,143480#,320#
164,105,269,119150#,620#,7323#,269,127910#,670#
163,106,269,119690#,370#,7318#,269,128500#,400#
162,107,269,121480#,370#,7309#,269,130410#,400#
161,108,269,124490#,130#,7294#,269,133650#,140#
160,109,269,129300#,310#,7274#,269,138810#,340#
159,110,269,134830,30,7250.16,269,144750,30
165,105,270,122400#,580#,7314#,270,131400#,620#
164,106,270,121430#,460#,7314#,270,130360#,490#
163,107,270,124230#,300#,7301#,270,133370#,320#
162,108,270,125110#,250#,7295#,270,134310#,270#
161,109,270,130710#,190#,7271#,270,140320#,210#
160,110,270,134680,40,7253.76,270,144590,40
165,106,271,124620#,590#,7305#,271,133780#,630#
164,107,271,125860#,380#,7298#,271,135120#,410#
163,108,271,127690#,280#,7288#,271,137080#,300#
162,109,271,131100#,330#,7273#,271,140740#,350#
161,110,271,135950#,100#,7252#,271,145950#,100#
166,106,272,126520#,690#,7301#,272,135830#,740#
165,107,272,128790#,530#,7290#,272,138260#,570#
164,108,272,129000#,510#,7286#,272,138490#,550#
163,109,272,133480#,490#,7267#,272,143300#,520#
162,110,272,136080#,420#,7255#,272,146090#,460#
161,111,272,142770#,230#,7227#,272,153270#,250#
167,106,273,129920#,400#,7292#,273,139480#,430#
166,107,273,130680#,660#,7286#,273,140290#,700#
165,108,273,131770#,370#,7279#,273,141460#,400#
164,109,273,134780#,420#,7265#,273,144700#,460#
163,110,273,138290#,140#,7250#,273,148460#,150#
162,111,273,142890#,400#,7230#,273,153390#,430#
167,107,274,133760#,580#,7278#,274,143600#,620#
166,108,274,133410#,470#,7276#,274,143220#,500#
165,109,274,137250#,380#,7259#,274,147340#,400#
164,110,274,139200#,390#,7249#,274,149430#,420#
163,111,274,144610#,210#,7227#,274,155250#,230#
168,107,275,135780#,600#,7273#,275,145770#,640#
167,108,275,136490#,590#,7268#,275,146530#,640#
166,109,275,138770#,390#,7257#,275,148970#,420#
165,110,275,141670#,340#,7243#,275,152090#,370#
164,111,275,145400#,450#,7227#,275,156090#,480#
169,107,276,138950#,600#,7265#,276,149170#,640#
168,108,276,138190#,720#,7265#,276,148350#,770#
167,109,276,141310#,530#,7250#,276,151710#,570#
166,110,276,142540#,550#,7243#,276,153020#,590#
165,111,276,147390#,630#,7223#,276,158230#,680#
164,112,276,150360#,500#,7209#,276,161420#,540#
170,107,277,141100#,600#,7260#,277,151480#,640#
169,108,277,141380#,450#,7256#,277,151770#,480#
168,109,277,143010#,660#,7247#,277,153530#,710#
167,110,277,145090#,390#,7237#,277,155760#,420#
166,111,277,148410#,470#,7222#,277,159320#,500#
165,112,277,152330#,150#,7205#,277,163540#,170#
171,107,278,144370#,400#,7251#,278,154990#,430#
170,108,278,143220#,300#,7252#,278,153750#,320#
169,109,278,145770#,580#,7240#,278,156490#,620#
168,110,278,146250#,510#,7236#,278,157010#,550#
167,111,278,150520#,390#,7218#,278,161590#,420#
166,112,278,152840#,440#,7206#,278,164080#,470#
165,113,278,159030#,220#,7181#,278,170730#,240#
171,108,279,146500#,600#,7243#,279,157270#,640#
170,109,279,147590#,670#,7237#,279,158440#,720#
169,110,279,149020#,610#,7229#,279,159980#,650#
168,111,279,151720#,420#,7216#,279,162880#,450#
167,112,279,155020#,400#,7202#,279,166420#,420#
166,113,279,159460#,600#,7183#,279,171190#,640#
172,108,280,148420#,600#,7239#,280,159340#,640#
171,109,280,150510#,600#,7229#,280,161580#,640#
170,110,280,150320#,750#,7227#,280,161380#,800#
169,111,280,153890#,530#,7212#,280,165200#,570#
168,112,280,155650#,580#,7202#,280,167100#,630#
167,113,280,161240#,400#,7180#,280,173100#,430#
172,109,281,152400#,600#,7225#,281,163610#,640#
171,110,281,153270#,490#,7220#,281,164550#,530#
170,111,281,155330#,770#,7209#,281,166760#,830#
169,112,281,157950#,400#,7197#,281,169560#,430#
168,113,281,161810#,300#,7181#,281,173710#,320#
173,109,282,155460#,450#,7218#,282,166890#,480#
172,110,282,154790#,300#,7217#,282,166170#,320#
171,111,282,157740#,590#,7204#,282,169340#,630#
170,112,282,158830#,550#,7197#,282,170510#,590#
169,113,282,163730#,400#,7177#,282,175770#,430#
173,110,283,157830#,500#,7210#,283,169440#,540#
172,111,283,159380#,680#,7201#,283,171100#,730#
171,112,283,161340#,620#,7192#,283,173200#,660#
170,113,283,164560#,440#,7177#,283,176670#,470#
174,110,284,159460#,500#,7207#,284,171190#,540#
173,111,284,161970#,500#,7195#,284,173880#,540#
172,112,284,162420#,760#,7191#,284,174360#,820#
171,113,284,166590#,530#,7173#,284,178840#,570#
170,114,284,168780#,660#,7163#,284,181190#,700#
174,111,285,163730#,600#,7192#,285,175770#,640#
173,112,285,165090#,510#,7185#,285,177230#,540#
172,113,285,167770#,780#,7172#,285,180110#,830#
171,114,285,170930#,400#,7159#,285,183500#,430#
175,111,286,166510#,460#,7185#,286,178760#,490#
174,112,286,166450#,700#,7183#,286,178690#,750#
173,113,286,169960#,590#,7168#,286,182460#,630#
172,114,286,171610#,550#,7159#,286,184230#,590#
175,112,287,169370#,700#,7176#,287,181830#,750#
174,113,287,171460#,710#,7166#,287,184060#,760#
173,114,287,173930#,620#,7155#,287,186720#,660#
172,115,287,177750#,440#,7139#,287,190820#,480#
176,112,288,170930#,700#,7174#,288,183500#,750#
175,113,288,173970#,700#,7160#,288,186760#,750#
174,114,288,174920#,760#,7154#,288,187780#,820#
173,115,288,179670#,540#,7135#,288,192880#,580#
176,113,289,175550#,500#,7158#,289,188460#,540#
175,114,289,177470#,510#,7149#,289,190520#,550#
174,115,289,180680#,780#,7135#,289,193970#,830#
173,116,289,184460#,500#,7119#,289,198020#,540#
177,113,290,178320#,470#,7152#,290,191430#,500#
176,114,290,178730#,700#,7147#,290,191880#,750#
175,115,290,182790#,590#,7131#,290,196240#,640#
174,116,290,185030#,550#,7120#,290,198640#,590#
177,114,291,181500#,700#,7141#,291,194850#,750#
176,115,291,184180#,740#,7129#,291,197730#,790#
175,116,291,187240#,620#,7116#,291,201010#,670#
174,117,291,191650#,600#,7098#,291,205750#,640#
177,115,292,186600#,700#,7124#,292,200320#,750#
176,116,292,188130#,760#,7116#,292,201970#,820#
175,117,292,193620#,670#,7095#,292,207860#,720#
177,116,293,190570#,520#,7111#,293,204580#,550#
176,117,293,194430#,780#,7095#,293,208730#,840#
175,118,293,198800#,710#,7078#,293,213420#,760#
177,117,294,196400#,590#,7092#,294,210840#,640#
176,118,294,199320#,550#,7079#,294,213980#,590#
177,118,295,201370#,660#,7076#,295,216180#,700#
